"artist";"title";"day";"hour"
"Jeremy Frerot";"Revoir";"2020-03-29";"22:05"
"Tina Turner";"The Best";"2020-03-29";"22:00"
"The Police";"Every Breath You Take";"2020-03-29";"21:52"
"Christina Aguilera";"Genie In A Bottle";"2020-03-29";"21:45"
"Cyndi Lauper";"True Colors";"2020-03-29";"21:37"
"Culture Club";"Do You Really Want To Hurt Me";"2020-03-29";"21:29"
"Shola Ama";"You Might Need Somebody";"2020-03-29";"21:23"
"Wham";"Last Christmas";"2020-03-29";"21:15"
"Yseult";"Corps";"2020-03-29";"21:12"
"Janet Jackson";"Whoops Now";"2020-03-29";"21:08"
"Shakira";"Underneath Your Clothes";"2020-03-29";"21:04"
"Michel Berger";"Le Paradis Blanc";"2020-03-29";"21:00"
"Joe Cocker";"Up Where We Belong";"2020-03-29";"20:52"
"The Avener";"Castle In The Snow";"2020-03-29";"20:48"
"Lana Del Rey";"Video Games";"2020-03-29";"20:42"
"Patrick Bruel";"Heros";"2020-03-29";"20:37"
"Tears For Fears";"Woman In Chains";"2020-03-29";"20:32"
"Whitney Houston";"Run To You";"2020-03-29";"20:24"
"Kendji Girac";"Tu Vas Manquer";"2020-03-29";"20:21"
"Black";"Wonderful Life";"2020-03-29";"20:16"
"Robbie Williams";"Angels";"2020-03-29";"20:09"
"Florent Pagny";"Chatelet Les Halles";"2020-03-29";"20:05"
"Lionel Richie";"Do It To Me";"2020-03-29";"20:00"
"Clare Maguire";"Elizabeth Taylor";"2020-03-29";"19:53"
"Fredericks Goldman Jones";"Ne En 17 A Leidenstadt";"2020-03-29";"19:49"
"Shaed & Zayn";"Trampoline";"2020-03-29";"19:43"
"Mylene Farmer & Seal";"Les Mots";"2020-03-29";"19:39"
"The Corrs";"Runaway";"2020-03-29";"19:35"
"Marc Lavoine";"Chere Amie (Toutes Mes Excuses)";"2020-03-29";"19:28"
"Fugees";"Killing Me Softly";"2020-03-29";"19:24"
"Ginie Line";"Le Dilemme";"2020-03-29";"19:20"
"John Lennon";"Imagine";"2020-03-29";"19:14"
"Antoine Elie";"La Rose Et L'armure";"2020-03-29";"19:11"
"Bruce Springsteen";"Streets Of Philadelphia";"2020-03-29";"19:08"
"Cyndi Lauper";"Time After Time";"2020-03-29";"19:00"
"Alain Souchon";"Somerset Maugham";"2020-03-29";"18:52"
"Lady Gaga";"Paparazzi";"2020-03-29";"18:49"
"Bee Gees";"How Deep Is Your Love";"2020-03-29";"18:45"
"Stromae";"Formidable";"2020-03-29";"18:42"
"Texas";"Say What You Want";"2020-03-29";"18:37"
"Marvin Gaye";"Sexual Healing";"2020-03-29";"18:30"
"Raphael";"Caravane";"2020-03-29";"18:24"
"U2";"With Or Without You";"2020-03-29";"18:16"
"Les Frangines";"Ensemble";"2020-03-29";"18:12"
"Michael Bolton";"When A Man Loves A Woman";"2020-03-29";"18:09"
"Julien Dore";"Le Lac";"2020-03-29";"18:05"
"Righteous Brothers";"Unchained Melody";"2020-03-29";"18:01"
"Sixpence None The Richer";"Kiss Me";"2020-03-29";"17:53"
"Clara Luciani";"La Grenade";"2020-03-29";"17:50"
"Billy Joel";"Uptown Girl";"2020-03-29";"17:46"
"Janet Jackson";"Together Again";"2020-03-29";"17:37"
"Elisa Tovati";"Il Nous Faut";"2020-03-29";"17:34"
"Lauren Daigle";"You Say";"2020-03-29";"17:23"
"Vanessa Paradis";"Marylin & John";"2020-03-29";"17:17"
"Craig David & Sting";"Rise And Fall";"2020-03-29";"17:11"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-03-29";"17:00"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down";"2020-03-29";"16:51"
"Adele";"Hello";"2020-03-29";"16:42"
"Brandy & Monica";"The Boy Is Mine";"2020-03-29";"16:38"
"Anastacia";"I'm Outta Love";"2020-03-29";"16:23"
"Joe Cocker";"You Can Leave Your Hat On";"2020-03-29";"16:14"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-03-29";"16:11"
"Tlc";"No Scrubs";"2020-03-29";"16:07"
"Queen";"I Want To Break Free";"2020-03-29";"16:00"
"Les Innocents";"Colore";"2020-03-29";"15:52"
"Lionel Richie";"Hello";"2020-03-29";"15:48"
"Boulevard Des Airs";"Vian";"2020-03-29";"15:44"
"Emeli Sande";"Read All About It";"2020-03-29";"15:41"
"Axelle Red";"Sensualite";"2020-03-29";"15:37"
"Patrick Bruel";"Place Des Grands Hommes";"2020-03-29";"15:29"
"Natasha St Pier & Pascal";"Tu Trouveras";"2020-03-29";"15:22"
"Richard Marx";"Right Here Waiting";"2020-03-29";"15:14"
"Youssou N'dour";"7 Seconds";"2020-03-29";"15:07"
"Les Enfoires";"A Cote De Toi";"2020-03-29";"15:04"
"Phil Collins";"Against All Odds (Take A Look At Me Now)";"2020-03-29";"15:01"
"Mister Big";"Wild World";"2020-03-29";"14:51"
"Fr David";"Words";"2020-03-29";"14:45"
"Mylene Farmer";"Desenchantee";"2020-03-29";"14:38"
"Seal";"Love's Divine";"2020-03-29";"14:34"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-03-29";"14:17"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-03-29";"14:14"
"Julien Dore";"Paris Seychelles";"2020-03-29";"14:11"
"Sam Brown";"Stop";"2020-03-29";"14:08"
"Celine Dion";"S'il Suffisait D'aimer";"2020-03-29";"14:01"
"Billy Paul";"Your Song";"2020-03-29";"13:48"
"Gavin James Feat. Philipp";"Always";"2020-03-29";"13:45"
"Queen";"The Show Must Go On";"2020-03-29";"13:41"
"Kelly Clarkson";"Because Of You";"2020-03-29";"13:23"
"Claudio Capeo";"Ma Jolie";"2020-03-29";"13:19"
"Jermaine Jackson";"When The Rain Begins To Fall";"2020-03-29";"13:15"
"Lene Marlin";"Sitting Down Here";"2020-03-29";"13:07"
"Texas";"Summer Son";"2020-03-29";"12:51"
"Daniel Levi";"L'envie D'aimer";"2020-03-29";"12:40"
"Ace Of Base";"All That She Wants";"2020-03-29";"12:36"
"Lionel Richie";"All Night Long (All Night)";"2020-03-29";"12:28"
"Robbie Williams";"Supreme";"2020-03-29";"12:20"
"Lewis Capaldi";"Before You Go";"2020-03-29";"12:16"
"Phil Collins";"You Can't Hurry Love";"2020-03-29";"12:13"
"Jeremy Frerot";"Revoir";"2020-03-29";"12:10"
"Mike And The Mechanics";"Over My Shoulder";"2020-03-29";"12:07"
"Tina Turner";"The Best";"2020-03-29";"11:59"
"Angele";"Flou";"2020-03-29";"11:50"
"Cock Robin";"When Your Heart Is Weak";"2020-03-29";"11:46"
"Whitney Houston";"I'm Every Woman";"2020-03-29";"11:38"
"Indochine";"J'ai Demande A La Lune";"2020-03-29";"11:34"
"Tracy Chapman";"Talkin' Bout Revolution";"2020-03-29";"11:20"
"Simply Red";"If You Don't Know Me By Now";"2020-03-29";"11:09"
"Les Enfoires";"A Cote De Toi";"2020-03-29";"11:05"
"Seal";"Kiss From A Rose";"2020-03-29";"11:01"
"Jennifer Lopez";"If You Had My Love";"2020-03-29";"10:50"
"Marc Lavoine";"J'ai Tout Oublie";"2020-03-29";"10:46"
"Queen";"Another One Bites The Dust";"2020-03-29";"10:43"
"Sia";"Unstoppable";"2020-03-29";"10:39"
"Alain Souchon";"Foule Sentimentale";"2020-03-29";"10:35"
"Mylene Farmer";"Sans Contrefacon";"2020-03-29";"10:28"
"Iz";"Over The Rainbow";"2020-03-29";"10:20"
"Clara Luciani";"Ma Soeur";"2020-03-29";"10:17"
"Ub 40";"Kingston Town";"2020-03-29";"10:13"
"Lauren Daigle";"You Say";"2020-03-29";"10:10"
"Laurent Voulzy";"Belle Ile En Mer";"2020-03-29";"10:00"
"Donna Lewis";"I Love You Always Forever";"2020-03-29";"09:56"
"Gregoire";"Toi Moi";"2020-03-29";"09:46"
"Lewis Capaldi";"Someone You Loved";"2020-03-29";"09:44"
"Nik Kershaw";"The Riddle";"2020-03-29";"09:40"
"Angele";"Balance Ton Quoi";"2020-03-29";"09:37"
"Mika";"Love Today";"2020-03-29";"09:33"
"Wham";"Wake Me Up Before You Go-Go";"2020-03-29";"09:25"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-03-29";"09:15"
"Katy Perry";"I Kissed A Girl";"2020-03-29";"09:12"
"Les Innocents";"L'autre Finistere";"2020-03-29";"09:08"
"Les Frangines";"Donnez-Moi";"2020-03-29";"08:48"
"Bill Medley";"The Time Of My Life";"2020-03-29";"08:43"
"Janet Jackson";"Whoops Now";"2020-03-29";"08:36"
"Colbie Caillat";"Bubbly";"2020-03-29";"08:33"
"Clara Luciani";"La Grenade";"2020-03-29";"08:21"
"Kim Carnes";"Bette Davis Eyes";"2020-03-29";"08:18"
"Claudio Capeo";"Ma Jolie";"2020-03-29";"08:14"
"Gotye";"Somebody That I Used To Know";"2020-03-29";"08:11"
"Talk Talk";"It's My Life";"2020-03-29";"08:07"
"Kendji Girac";"Tu Vas Manquer";"2020-03-29";"08:04"
"Des'ree";"Life";"2020-03-29";"08:01"
"Zazie";"Zen";"2020-03-29";"07:51"
"Birdy";"Skinny Love";"2020-03-29";"07:48"
"Niagara";"Je Dois M'en Aller";"2020-03-29";"07:44"
"Charles & Eddie";"Would I Lie To You";"2020-03-29";"07:38"
"10cc";"I'm Not In Love";"2020-03-29";"07:31"
"Geri Halliwell";"It's Raining Men";"2020-03-29";"07:23"
"Phil Collins";"In The Air Tonight";"2020-03-29";"07:16"
"Gims & Sting";"Reste";"2020-03-29";"07:12"
"Celine Dion";"All By Myself";"2020-03-29";"07:07"
"Les Enfoires";"A Cote De Toi";"2020-03-29";"07:04"
"Seal";"Crazy";"2020-03-29";"06:56"
"Ed Sheeran";"Thinking Out Loud";"2020-03-29";"06:48"
"Patrick Bruel";"Casser La Voix";"2020-03-29";"06:44"
"Adele";"Rolling In The Deep";"2020-03-29";"06:37"
"Angele";"Oui Ou Non";"2020-03-29";"06:34"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-03-29";"06:30"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-03-29";"06:26"
"Lykke Li";"I Follow Rivers";"2020-03-29";"06:14"
"Dido";"White Flag";"2020-03-29";"05:56"
"Christophe Willem";"Double Je";"2020-03-29";"05:48"
"Suzanne Vega";"Luka";"2020-03-29";"05:45"
"George Michael";"As";"2020-03-29";"05:36"
"Toto";"Africa";"2020-03-29";"05:28"
"France Gall";"Ella Elle L'a";"2020-03-29";"05:24"
"James Blunt";"Goodbye My Lover";"2020-03-29";"05:12"
"Gregory Lemarchal";"De Temps En Temps";"2020-03-29";"04:56"
"Gavin James Feat. Philipp";"Always";"2020-03-29";"04:48"
"Shania Twain";"That Don't Impress Me Much";"2020-03-29";"04:45"
"Arthur Simms";"It's Only Mystery";"2020-03-29";"04:37"
"Katy Perry";"Roar";"2020-03-29";"04:33"
"Phil Collins";"One More Night";"2020-03-29";"04:28"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-03-29";"04:25"
"Natalie Imbruglia";"Torn";"2020-03-29";"04:10"
"Kendji Girac";"Tu Vas Manquer";"2020-03-29";"04:06"
"Claudio Capeo";"Ta Main";"2020-03-29";"03:57"
"Scorpions";"Wind Of Change";"2020-03-29";"03:52"
"Britney Spears";"Oops I Did It Again";"2020-03-29";"03:44"
"Antoine Elie";"La Rose Et L'armure";"2020-03-29";"03:41"
"R.e.m";"Losing My Religion";"2020-03-29";"03:37"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-03-29";"03:26"
"Alicia Keys";"If I Ain't Got You";"2020-03-29";"03:22"
"Joe Cocker";"Up Where We Belong";"2020-03-29";"03:15"
"Patrick Bruel";"Heros";"2020-03-29";"03:11"
"Ace Of Base";"All That She Wants";"2020-03-29";"03:08"
"Les Enfoires";"A Cote De Toi";"2020-03-29";"03:04"
"Billy Joel";"Honesty";"2020-03-29";"03:01"
"Dido";"Here With Me";"2020-03-29";"02:53"
"Bryan Adams";"(Everything I Do) I Do It For You";"2020-03-29";"02:46"
"Helene Segara";"Il Y A Trop De Gens Qui T'aiment";"2020-03-29";"02:39"
"Mika";"Relax (Take It Easy)";"2020-03-29";"02:35"
"Yseult";"Corps";"2020-03-29";"02:31"
"Eurythmics";"Sweet Dreams (Are Made Of This)";"2020-03-29";"02:26"
"Les Frangines";"Donnez-Moi";"2020-03-29";"02:22"
"Fr David";"Words";"2020-03-29";"02:19"
"Lewis Capaldi";"Before You Go";"2020-03-29";"02:17"
"Jason Mraz";"I'm Yours";"2020-03-29";"02:13"
"Des'ree";"You Gotta Be";"2020-03-29";"01:54"
"Katy Perry";"Hot N Cold";"2020-03-29";"01:51"
"France Gall";"Babacar";"2020-03-29";"01:43"
"Sia";"Unstoppable";"2020-03-29";"01:39"
"Nik Kershaw";"The Riddle";"2020-03-29";"01:28"
"Rihanna";"Umbrella";"2020-03-29";"01:23"
"Queen";"We Will Rock You";"2020-03-29";"01:17"
"George Michael";"As";"2020-03-29";"01:09"
"Elton John";"Don't Go Breaking My Heart";"2020-03-29";"01:01"
"Clara Luciani";"Ma Soeur";"2020-03-29";"00:58"
"Genesis";"Hold On My Heart";"2020-03-29";"00:54"
"Tina Turner";"What's Love Got To Do With It";"2020-03-29";"00:46"
"Lene Marlin";"Where I'm Headed";"2020-03-29";"00:39"
"Beyonce";"Naughty Girls";"2020-03-29";"00:35"
"Michael Sembello";"Maniac";"2020-03-29";"00:27"
"Adele";"Hello";"2020-03-29";"00:22"
"Raphael";"Caravane";"2020-03-29";"00:12"
"Kendji Girac";"Tu Vas Manquer";"2020-03-29";"00:05"
"Shania Twain";"Man I Feel Like A Woman";"2020-03-29";"00:01"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-03-28";"23:58"
"Maroon 5";"Moves Like Jagger";"2020-03-28";"23:55"
"Jennifer Lopez";"If You Had My Love";"2020-03-28";"23:51"
"Shaed & Zayn";"Trampoline";"2020-03-28";"23:48"
"Jean-Jacques Goldman";"Encore Un Matin";"2020-03-28";"23:44"
"Lady Gaga";"I'll Never Love Again";"2020-03-28";"23:41"
"Texas";"Summer Son";"2020-03-28";"23:37"
"Madonna";"La Isla Bonita";"2020-03-28";"23:30"
"Ten Sharp";"You";"2020-03-28";"23:25"
"Amel Bent";"Ma Philosophie";"2020-03-28";"23:21"
"Inxs";"Need You Tonight";"2020-03-28";"23:15"
"Antoine Elie";"La Rose Et L'armure";"2020-03-28";"23:12"
"Britney Spears";"Baby One More Time";"2020-03-28";"23:08"
"Cock Robin";"When Your Heart Is Weak";"2020-03-28";"23:01"
"Kool And The Gang";"Cherish";"2020-03-28";"22:54"
"Justin Timberlake";"Cry Me A River";"2020-03-28";"22:50"
"Celine Dion";"Because You Loved Me";"2020-03-28";"22:46"
"Julien Dore";"Sublime & Silence";"2020-03-28";"22:42"
"Berlin";"Take My Breath Away";"2020-03-28";"22:38"
"Ed Sheeran";"Photograph";"2020-03-28";"22:36"
"France Gall";"Cezanne Peint";"2020-03-28";"22:31"
"Mc Solaar";"Caroline";"2020-03-28";"22:24"
"Norah Jones";"Sunrise";"2020-03-28";"22:21"
"Daniel Balavoine";"Tous Les Cris Les S.o.s";"2020-03-28";"22:16"
"Pretenders";"I'll Stand By You";"2020-03-28";"22:09"
"Tina Arena";"Aimer Jusqu'a L'impossible";"2020-03-28";"22:05"
"Yseult";"Corps";"2020-03-28";"21:57"
"Marina Kaye";"Homeless";"2020-03-28";"21:54"
"Laurent Voulzy";"My Song Of You";"2020-03-28";"21:49"
"Shaed & Zayn";"Trampoline";"2020-03-28";"21:46"
"Phil Collins";"A Groovy Kind Of Love";"2020-03-28";"21:42"
"Mecano";"Une Femme Avec Une Femme";"2020-03-28";"21:38"
"Sam Smith";"Stay With Me";"2020-03-28";"21:35"
"Chicago";"If You Leave Me Now";"2020-03-28";"21:32"
"Louane";"Si T'etais La";"2020-03-28";"21:29"
"4 Non Blondes";"What's Up";"2020-03-28";"21:24"
"George Michael";"One More Try";"2020-03-28";"21:16"
"Simply Red";"For Your Babies";"2020-03-28";"21:08"
"Adele";"Skyfall";"2020-03-28";"21:04"
"Renaud";"Mistral Gagnant";"2020-03-28";"21:01"
"Madilyn Bailey";"Titanium";"2020-03-28";"20:58"
"Vanessa Paradis";"Il Y A";"2020-03-28";"20:55"
"Take That";"Back For Good";"2020-03-28";"20:51"
"Alain Souchon";"Le Baiser";"2020-03-28";"20:47"
"Eros Ramazzotti";"Se Bastasse Una Canzone";"2020-03-28";"20:42"
"Rag'n'bone Man";"Human";"2020-03-28";"20:39"
"Zazie";"Homme Sweet Homme";"2020-03-28";"20:35"
"Francis Cabrel";"Petite Marie (Live)";"2020-03-28";"20:28"
"Rihanna";"Stay";"2020-03-28";"20:24"
"Gavin James Feat. Philipp";"Always";"2020-03-28";"20:21"
"Elton John";"Song For Guy";"2020-03-28";"20:16"
"Chimene Badi";"Entre Nous";"2020-03-28";"20:13"
"R.e.m.";"Everybody Hurts";"2020-03-28";"20:08"
"Kendji Girac";"Tu Vas Manquer";"2020-03-28";"20:05"
"Christopher Cross";"Sailing";"2020-03-28";"20:01"
"Barbra Streisand";"Woman In Love";"2020-03-28";"19:54"
"Amir";"Longtemps";"2020-03-28";"19:50"
"Billy Paul";"Your Song";"2020-03-28";"19:46"
"Phil Collins";"Can't Turn Back The Years";"2020-03-28";"19:38"
"Roch Voisine";"Tant Pis";"2020-03-28";"19:34"
"Queen";"We Are The Champions";"2020-03-28";"19:31"
"John Legend";"All Of Me";"2020-03-28";"19:23"
"France Gall";"La Chanson D'azima";"2020-03-28";"19:21"
"Lewis Capaldi";"Before You Go";"2020-03-28";"19:17"
"Dht Feat. Edmee";"Listen To Your Heart";"2020-03-28";"19:13"
"Patrick Bruel";"Alors Regarde";"2020-03-28";"19:09"
"Florent Pagny";"Savoir Aimer";"2020-03-28";"18:52"
"Katy Perry";"Roar";"2020-03-28";"18:48"
"Calvin Harris & Dua Lipa";"One Kiss";"2020-03-28";"18:40"
"Mariah Carey";"Do You Know Where You're Going To";"2020-03-28";"18:36"
"Foreigner";"I Want To Know What Love Is";"2020-03-28";"18:28"
"Bruno Mars";"Locked Out Of Heaven";"2020-03-28";"18:21"
"Kim Carnes";"Bette Davis Eyes";"2020-03-28";"18:13"
"Sia";"Cheap Thrills";"2020-03-28";"18:10"
"Celine Dion";"Ziggy";"2020-03-28";"18:07"
"Elton John";"I'm Still Standing";"2020-03-28";"18:01"
"Marc Lavoine";"Je Ne Veux Qu'elle";"2020-03-28";"17:53"
"Wham";"Wake Me Up Before You Go-Go";"2020-03-28";"17:49"
"Vianney";"Je M'en Vais";"2020-03-28";"17:46"
"Shakira";"Loca";"2020-03-28";"17:43"
"Mecano";"Hijo De La Luna";"2020-03-28";"17:38"
"Whitney Houston";"One Moment In Time";"2020-03-28";"17:16"
"Gims & Sting";"Reste";"2020-03-28";"17:13"
"Jimmy Cliff";"I Can See Clearly Now";"2020-03-28";"17:09"
"Alain Souchon";"Foule Sentimentale";"2020-03-28";"16:51"
"Arthur Simms";"It's Only Mystery";"2020-03-28";"16:44"
"Destiny's Child";"Say My Name";"2020-03-28";"16:33"
"Cyndi Lauper";"Time After Time";"2020-03-28";"16:29"
"Angele";"Balance Ton Quoi";"2020-03-28";"16:21"
"Bananarama";"Cruel Summer";"2020-03-28";"16:18"
"Jenifer";"Donne Moi Le Temps";"2020-03-28";"16:11"
"Jennifer Lopez";"If You Had My Love";"2020-03-28";"16:07"
"Kendji Girac";"Tu Vas Manquer";"2020-03-28";"16:04"
"Bonnie Tyler";"It's A Heartache";"2020-03-28";"16:00"
"Ophelie Winter";"Dieu M'a Donne La Foi";"2020-03-28";"15:52"
"Gotye";"Somebody That I Used To Know";"2020-03-28";"15:48"
"France Gall";"Evidemment";"2020-03-28";"15:45"
"Des'ree";"You Gotta Be";"2020-03-28";"15:38"
"Mike Oldfield";"Moonlight Shadow";"2020-03-28";"15:31"
"Birdy";"Skinny Love";"2020-03-28";"15:23"
"Claudio Capeo";"Ma Jolie";"2020-03-28";"15:20"
"Lionel Richie";"Do It To Me";"2020-03-28";"15:16"
"Clara Luciani";"La Grenade";"2020-03-28";"15:13"
"The Connells";"74-75";"2020-03-28";"15:08"
"Daniel Balavoine";"Dieu Que C'est Beau";"2020-03-28";"14:51"
"Adele";"Hello";"2020-03-28";"14:47"
"Justin Timberlake";"Rock Your Body";"2020-03-28";"14:42"
"Celine Dion Et Jj Goldman";"Les Derniers Seront Les Premiers";"2020-03-28";"14:39"
"Eurythmics";"Sweet Dreams (Are Made Of This)";"2020-03-28";"14:31"
"Amel Bent";"Ma Philosophie";"2020-03-28";"14:24"
"Patrick Bruel";"Casser La Voix";"2020-03-28";"14:16"
"Katy Perry";"Chained To The Rhythm";"2020-03-28";"14:12"
"Robbie Williams";"Angels";"2020-03-28";"14:07"
"Righteous Brothers";"Unchained Melody";"2020-03-28";"14:00"
"Gregory Lemarchal";"Ecris L'histoire";"2020-03-28";"13:52"
"Sia & David Guetta";"Flames";"2020-03-28";"13:49"
"Johnny Hallyday";"Je Te Promets";"2020-03-28";"13:45"
"Gerald De Palmas";"J'en Reve Encore";"2020-03-28";"13:37"
"Rihanna";"Diamonds";"2020-03-28";"13:34"
"Francis Cabrel";"C'est Ecrit";"2020-03-28";"13:30"
"Christine & The Queens";"Christine";"2020-03-28";"13:23"
"Bill Medley";"The Time Of My Life";"2020-03-28";"13:19"
"Santana";"Maria Maria";"2020-03-28";"13:12"
"Wham";"Last Christmas";"2020-03-28";"13:08"
"Shola Ama";"You Might Need Somebody";"2020-03-28";"13:01"
"Bryan Adams";"Please Forgive Me";"2020-03-28";"12:50"
"Ensemble Contre Le Sida";"Sa Raison D'etre";"2020-03-28";"12:45"
"The Bangles";"Eternal Flame";"2020-03-28";"12:42"
"Maroon 5";"Girls Like You";"2020-03-28";"12:39"
"Laurent Voulzy";"Le Pouvoir Des Fleurs";"2020-03-28";"12:36"
"Craig David";"Walking Away";"2020-03-28";"12:21"
"Joe Cocker";"You Are So Beautiful";"2020-03-28";"12:14"
"Les Frangines";"Donnez-Moi";"2020-03-28";"12:11"
"Spice Girls";"Wannabe";"2020-03-28";"12:08"
"Stevie Wonder";"Part Time Lover";"2020-03-28";"12:00"
"Phil Collins";"Against All Odds (Take A Look At Me Now)";"2020-03-28";"11:51"
"Beyonce";"If I Were A Boy";"2020-03-28";"11:43"
"Pascal Obispo";"Tombe Pour Elle";"2020-03-28";"11:39"
"Garou Et Celine Dion";"Sous Le Vent";"2020-03-28";"11:22"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-03-28";"11:15"
"Neneh Cherry";"7 Seconds";"2020-03-28";"11:08"
"Irene Cara";"What A Feelin'";"2020-03-28";"11:00"
"Corneille";"Parce Qu'on Vient De Loin";"2020-03-28";"10:56"
"Cyndi Lauper";"True Colors";"2020-03-28";"10:47"
"Fugees";"Killing Me Softly";"2020-03-28";"10:40"
"Christina Aguilera";"Hurt";"2020-03-28";"10:32"
"Vanessa Paradis";"Marylin & John";"2020-03-28";"10:27"
"The Korgis";"Everybody's Got To Learn Sometime";"2020-03-28";"10:18"
"Claudio Capeo";"Ma Jolie";"2020-03-28";"10:14"
"Alicia Keys";"Girl On Fire";"2020-03-28";"10:10"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-03-28";"10:01"
"Enrique Iglesias";"Tired Of Being Sorry";"2020-03-28";"09:52"
"Eagles";"Hotel California";"2020-03-28";"09:45"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-03-28";"09:42"
"Whitney Houston";"When You Believe";"2020-03-28";"09:37"
"Michel Berger";"Le Paradis Blanc";"2020-03-28";"09:29"
"Emmanuel Moire";"Je Fais De Toi Mon Essentiel";"2020-03-28";"09:22"
"Lewis Capaldi";"Before You Go";"2020-03-28";"09:19"
"Louane";"Maman";"2020-03-28";"09:12"
"Fool's Garden";"Lemon Tree";"2020-03-28";"09:09"
"Tina Turner";"We Don't Need Another Hero";"2020-03-28";"09:01"
"Telephone";"Le Jour S'est Leve";"2020-03-28";"08:50"
"Daft Punk";"Instant Crush";"2020-03-28";"08:46"
"Natasha St Pier & Pascal";"Tu Trouveras";"2020-03-28";"08:42"
"Brandy & Monica";"The Boy Is Mine";"2020-03-28";"08:38"
"Vanessa Carlton";"A Thousand Miles";"2020-03-28";"08:23"
"Culture Club";"Do You Really Want To Hurt Me";"2020-03-28";"08:14"
"Stromae";"Formidable";"2020-03-28";"08:11"
"Dido";"Thank You";"2020-03-28";"08:07"
"Kendji Girac";"Tu Vas Manquer";"2020-03-28";"08:04"
"Madonna";"Holiday";"2020-03-28";"08:00"
"Lenny Kravitz";"It Ain't Over 'Til It's Over";"2020-03-28";"07:57"
"Lionel Richie";"Hello";"2020-03-28";"07:46"
"Guillaume Grand";"Toi Et Moi";"2020-03-28";"07:43"
"Lene Marlin";"Sitting Down Here";"2020-03-28";"07:39"
"Vitaa & Slimane";"Avant Toi";"2020-03-28";"07:35"
"Robin Thicke";"Blurred Lines";"2020-03-28";"07:31"
"Eros Ramazzotti";"Una Storia Importante";"2020-03-28";"07:27"
"Julien Dore";"Paris Seychelles";"2020-03-28";"07:24"
"Justin Nozuka / Zaho";"Heartless";"2020-03-28";"07:13"
"Tina Arena";"Aller Plus Haut";"2020-03-28";"07:01"
"Pink";"Family Portrait";"2020-03-28";"06:57"
"Patrick Swayze";"She's Like The Wind";"2020-03-28";"06:49"
"Renan Luce";"La Lettre";"2020-03-28";"06:46"
"Jeff Buckley";"Hallelujah";"2020-03-28";"06:41"
"Rihanna";"Unfaithfull";"2020-03-28";"06:34"
"Sting";"Englishman In New York";"2020-03-28";"06:30"
"Trois Cafes Gourmands";"A Nos Souvenirs";"2020-03-28";"06:27"
"Britney Spears";"Everytime";"2020-03-28";"06:19"
"Laurent Voulzy";"Belle Ile En Mer";"2020-03-28";"06:15"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-03-28";"06:12"
"Les Innocents";"Colore";"2020-03-28";"06:08"
"Peter Kingsberry";"Only The Very Best";"2020-03-28";"05:56"
"Frero Delavega";"Le Chant Des Sirenes";"2020-03-28";"05:43"
"Adele";"Someone Like You";"2020-03-28";"05:38"
"Daniel Balavoine";"Sauver L'amour";"2020-03-28";"05:32"
"Emeli Sande";"Read All About It";"2020-03-28";"05:27"
"Mister Big";"Wild World";"2020-03-28";"05:19"
"Claudio Capeo";"Ma Jolie";"2020-03-28";"05:16"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down";"2020-03-28";"05:12"
"Jennifer Paige";"Crush";"2020-03-28";"05:09"
"Roy Orbison";"Oh, Pretty Woman";"2020-03-28";"05:01"
"Zucchero Et Paul Young";"Senza Una Donna";"2020-03-28";"04:56"
"Beyonce";"Crazy In Love";"2020-03-28";"04:53"
"Zucchero Et Paul Young";"Senza Una Donna";"2020-03-28";"04:48"
"Angele";"Flou";"2020-03-28";"04:45"
"George Michael";"Faith";"2020-03-28";"04:42"
"Ten Sharp";"You";"2020-03-28";"04:35"
"Craig David & Sting";"Rise And Fall";"2020-03-28";"04:31"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-03-28";"04:29"
"Jermaine Jackson";"When The Rain Begins To Fall";"2020-03-28";"04:25"
"Louane";"Je Vole";"2020-03-28";"04:21"
"Madonna";"Like A Virgin";"2020-03-28";"04:18"
"Mika";"Elle Me Dit";"2020-03-28";"04:11"
"Ub 40";"Kingston Town";"2020-03-28";"04:07"
"Kelly Clarkson";"Because Of You";"2020-03-28";"03:56"
"Mariah Carey";"My All";"2020-03-28";"03:50"
"Jennifer Lopez";"Jenny From The Block";"2020-03-28";"03:47"
"Antoine Elie";"La Rose Et L'armure";"2020-03-28";"03:43"
