"artist";"title";"day";"hour"
"The Cars";"Drive";"2020-04-02";"20:14"
"Shola Ama";"You Might Need Somebody";"2020-04-02";"20:07"
"Mylene Farmer & Seal";"Les Mots";"2020-04-02";"20:03"
"John Lennon";"Woman";"2020-04-02";"20:00"
"London Grammar";"Wasting My Young Years";"2020-04-02";"19:53"
"Mecano";"Une Femme Avec Une Femme";"2020-04-02";"19:48"
"Double";"The Captain Of The Heart";"2020-04-02";"19:44"
"Alicia Keys";"If I Ain't Got You";"2020-04-02";"19:37"
"Florent Pagny";"Chanter";"2020-04-02";"19:33"
"Maroon 5";"Memories";"2020-04-02";"19:30"
"Lady Gaga";"Always Remember Us This Way";"2020-04-02";"19:22"
"Matt Bianco";"More Than I Can Bear";"2020-04-02";"19:17"
"Patrick Bruel";"Heros";"2020-04-02";"19:13"
"Sting";"Shape Of My Heart";"2020-04-02";"19:09"
"Matt Pokora";"Tombe";"2020-04-02";"19:05"
"Phil Collins";"Another Day In Paradise";"2020-04-02";"19:00"
"Lana Del Rey";"Video Games";"2020-04-02";"18:47"
"Marc Lavoine";"Chere Amie (Toutes Mes Excuses)";"2020-04-02";"18:43"
"Mariah Carey";"Hero";"2020-04-02";"18:35"
"Foreigner";"I Want To Know What Love Is";"2020-04-02";"18:27"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-02";"18:21"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-04-02";"18:17"
"U2";"One";"2020-04-02";"18:09"
"Sia";"Unstoppable";"2020-04-02";"18:05"
"George Michael";"One More Try";"2020-04-02";"18:01"
"Angele";"Oui Ou Non";"2020-04-02";"17:50"
"Eurythmics";"Sweet Dreams (Are Made Of This)";"2020-04-02";"17:45"
"Brandy & Monica";"The Boy Is Mine";"2020-04-02";"17:38"
"Amel Bent";"Ou Je Vais";"2020-04-02";"17:34"
"Tones And I";"Dance Monkey";"2020-04-02";"17:22"
"Francis Cabrel";"L'encre De Tes Yeux";"2020-04-02";"17:19"
"Robbie Williams";"Feel";"2020-04-02";"17:12"
"Black Eyed Peas";"I Gotta Feeling";"2020-04-02";"17:01"
"Elisa Tovati";"Il Nous Faut";"2020-04-02";"16:50"
"Billy Paul";"Your Song";"2020-04-02";"16:45"
"Frero Delavega";"Le Chant Des Sirenes";"2020-04-02";"16:42"
"Queen";"The Show Must Go On";"2020-04-02";"16:38"
"Lionel Richie";"All Night Long (All Night)";"2020-04-02";"16:30"
"Billy Joel";"Uptown Girl";"2020-04-02";"16:14"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-04-02";"16:08"
"Ed Sheeran & Justin Biebe";"I Don't Care";"2020-04-02";"15:51"
"Patrick Bruel";"Alors Regarde";"2020-04-02";"15:47"
"Jake And Fanny";"Hold On To Me";"2020-04-02";"15:44"
"Dido";"White Flag";"2020-04-02";"15:40"
"Lenny Kravitz";"It Ain't Over 'Til It's Over";"2020-04-02";"15:36"
"Ub40";"Red Red Wine";"2020-04-02";"15:17"
"Pretenders";"I'll Stand By You";"2020-04-02";"15:10"
"Les Enfoires";"A Cote De Toi";"2020-04-02";"15:06"
"Simply Red";"If You Don't Know Me By Now";"2020-04-02";"15:02"
"Beyonce";"Halo";"2020-04-02";"14:56"
"France Gall";"Ella Elle L'a";"2020-04-02";"14:45"
"Christine And The Queens";"Christine";"2020-04-02";"14:34"
"Britney Spears";"Everytime";"2020-04-02";"14:31"
"Roch Voisine";"Helene";"2020-04-02";"14:19"
"Phil Collins";"Can't Stop Loving You";"2020-04-02";"14:11"
"Francis Cabrel";"C'est Ecrit";"2020-04-02";"14:08"
"Take That";"Back For Good";"2020-04-02";"14:00"
"Natasha St Pier & Pascal";"Tu Trouveras";"2020-04-02";"13:51"
"Toto";"Africa";"2020-04-02";"13:46"
"Angele";"Balance Ton Quoi";"2020-04-02";"13:43"
"The Connells";"74-75";"2020-04-02";"13:38"
"Bill Medley";"The Time Of My Life";"2020-04-02";"13:30"
"Axel Bauer & Zazie";"A Ma Place";"2020-04-02";"13:22"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-02";"13:19"
"Axelle Red";"Sensualite";"2020-04-02";"13:08"
"Wham";"Wake Me Up Before You Go-Go";"2020-04-02";"13:00"
"Eros Ramazzotti";"Se Bastasse Una Canzone";"2020-04-02";"12:50"
"Clara Luciani";"La Grenade";"2020-04-02";"12:47"
"Craig David & Sting";"Rise And Fall";"2020-04-02";"12:43"
"R.e.m";"Losing My Religion";"2020-04-02";"12:38"
"Stevie Wonder";"Part Time Lover";"2020-04-02";"12:31"
"Seal";"Crazy";"2020-04-02";"12:22"
"Corneille";"Parce Qu'on Vient De Loin";"2020-04-02";"12:18"
"Charles & Eddie";"Would I Lie To You";"2020-04-02";"12:07"
"Talk Talk";"It's My Life";"2020-04-02";"12:01"
"Robbie Williams";"Angels";"2020-04-02";"11:50"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-04-02";"11:47"
"Status Quo";"In The Army Now";"2020-04-02";"11:44"
"Mylene Farmer";"Desenchantee";"2020-04-02";"11:37"
"Birdy";"Skinny Love";"2020-04-02";"11:33"
"Mike Oldfield";"Moonlight Shadow";"2020-04-02";"11:30"
"Matt Pokora";"Tombe";"2020-04-02";"11:23"
"Julien Dore";"Paris Seychelles";"2020-04-02";"11:12"
"Sam Brown";"Stop";"2020-04-02";"11:08"
"Les Enfoires";"A Cote De Toi";"2020-04-02";"11:04"
"Celine Dion";"My Heart Will Go On";"2020-04-02";"11:00"
"Fool's Garden";"Lemon Tree";"2020-04-02";"10:50"
"Ed Sheeran";"Shape Of You";"2020-04-02";"10:40"
"Zazie";"Zen";"2020-04-02";"10:36"
"Jean-Jacques Goldman";"Encore Un Matin";"2020-04-02";"10:29"
"Fr David";"Words";"2020-04-02";"10:17"
"Bruce Springsteen";"Streets Of Philadelphia";"2020-04-02";"10:10"
"Francis Cabrel";"Je L'aime A Mourir";"2020-04-02";"10:04"
"Ten Sharp";"You";"2020-04-02";"09:57"
"Vianney";"Je M'en Vais";"2020-04-02";"09:46"
"Bruno Mars";"Locked Out Of Heaven";"2020-04-02";"09:35"
"Gavin James Feat. Philipp";"Always";"2020-04-02";"09:32"
"Cock Robin";"When Your Heart Is Weak";"2020-04-02";"09:27"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-04-02";"09:19"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down";"2020-04-02";"09:12"
"Les Innocents";"Colore";"2020-04-02";"09:07"
"Fredericks Goldman Jones";"Il Suffira D'un Signe";"2020-04-02";"08:49"
"Lauren Daigle";"You Say";"2020-04-02";"08:46"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-04-02";"08:42"
"Jennifer Lopez";"If You Had My Love";"2020-04-02";"08:34"
"Indochine";"J'ai Demande A La Lune";"2020-04-02";"08:31"
"Phil Collins";"You Can't Hurry Love";"2020-04-02";"08:28"
"Angele";"Flou";"2020-04-02";"08:20"
"Sting";"Englishman In New York";"2020-04-02";"08:16"
"Jenifer";"Donne Moi Le Temps";"2020-04-02";"08:09"
"Irene Cara";"What A Feelin'";"2020-04-02";"08:05"
"Kendji Girac";"Tu Vas Manquer";"2020-04-02";"08:01"
"Jennifer Paige";"Crush";"2020-04-02";"07:58"
"Telephone";"Le Jour S'est Leve";"2020-04-02";"07:46"
"Tones And I";"Dance Monkey";"2020-04-02";"07:41"
"Celine Dion";"On Ne Change Pas";"2020-04-02";"07:37"
"Maroon 5";"Memories";"2020-04-02";"07:32"
"France Gall";"Evidemment";"2020-04-02";"07:28"
"Dido";"Here With Me";"2020-04-02";"07:16"
"Les Enfoires";"A Cote De Toi";"2020-04-02";"07:10"
"Billy Joel";"Honesty";"2020-04-02";"07:06"
"Nea";"Some Say";"2020-04-02";"06:41"
"The Weeknd";"Blinding Lights";"2020-04-02";"06:14"
"Natalie Imbruglia";"Torn";"2020-04-02";"05:51"
"Gims & Sting";"Reste";"2020-04-02";"05:46"
"Des'ree";"Life";"2020-04-02";"05:39"
"Phil Collins";"Against All Odds (Take A Look At Me Now)";"2020-04-02";"05:23"
"Queen";"Another One Bites The Dust";"2020-04-02";"05:13"
"Patrick Bruel";"Place Des Grands Hommes";"2020-04-02";"05:01"
"Gerald De Palmas";"Sur La Route";"2020-04-02";"04:51"
"Rihanna";"Umbrella";"2020-04-02";"04:46"
"Tina Turner";"The Best";"2020-04-02";"04:33"
"Whitney Houston";"I Wanna Dance With Somebody";"2020-04-02";"04:17"
"Kendji Girac";"Tu Vas Manquer";"2020-04-02";"04:14"
"Amy Winehouse";"Back To Black";"2020-04-02";"04:09"
"Murray Head";"Say It Ain't So Joe";"2020-04-02";"03:51"
"Indila";"Derniere Danse";"2020-04-02";"03:47"
"Dht Feat. Edmee";"Listen To Your Heart";"2020-04-02";"03:42"
"Seal";"Crazy";"2020-04-02";"03:38"
"George Michael";"As";"2020-04-02";"03:26"
"Marc Lavoine";"J'ai Tout Oublie";"2020-04-02";"03:22"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-02";"03:19"
"Richard Marx";"Right Here Waiting";"2020-04-02";"03:15"
"Vianney & Maitre Gims";"La Meme";"2020-04-02";"03:12"
"Les Enfoires";"A Cote De Toi";"2020-04-02";"03:04"
"Lionel Richie";"Say You Say Me";"2020-04-02";"03:00"
"Claudio Capeo";"Ma Jolie";"2020-04-02";"02:56"
"U2";"One";"2020-04-02";"02:52"
"Cock Robin";"When Your Heart Is Weak";"2020-04-02";"02:44"
"Francis Cabrel";"Je T'aimais Je T'aime Je T'aimerai";"2020-04-02";"02:36"
"Alicia Keys";"Girl On Fire";"2020-04-02";"02:33"
"The Bangles";"Eternal Flame";"2020-04-02";"02:25"
"Clara Luciani";"La Grenade";"2020-04-02";"02:21"
"Elton John";"Sacrifice";"2020-04-02";"02:16"
"Britney Spears";"Oops I Did It Again";"2020-04-02";"02:10"
"Laurent Voulzy";"Belle Ile En Mer";"2020-04-02";"02:06"
"Dido";"Thank You";"2020-04-02";"02:00"
"Sixpence None The Richer";"Kiss Me";"2020-04-02";"01:54"
"Mika";"Love Today";"2020-04-02";"01:51"
"Michael Sembello";"Maniac";"2020-04-02";"01:43"
"Lp";"Lost On You";"2020-04-02";"01:41"
"Tlc";"No Scrubs";"2020-04-02";"01:37"
"Joe Cocker";"You Can Leave Your Hat On";"2020-04-02";"01:29"
"Christophe Willem";"Double Je";"2020-04-02";"01:25"
"Angele";"Ta Reine";"2020-04-02";"01:14"
"R.e.m";"Losing My Religion";"2020-04-02";"01:09"
"Modjo";"Lady (Hear Me Tonight)";"2020-04-02";"00:54"
"Gotye";"Somebody That I Used To Know";"2020-04-02";"00:43"
"Yseult";"Corps";"2020-04-02";"00:39"
"Texas";"Summer Son";"2020-04-02";"00:35"
"Nik Kershaw";"The Riddle";"2020-04-02";"00:27"
"Take That";"Back For Good";"2020-04-02";"00:22"
"Katy Perry";"I Kissed A Girl";"2020-04-02";"00:19"
"Supertramp";"Breakfast In America";"2020-04-02";"00:13"
"Antoine Elie";"La Rose Et L'armure";"2020-04-02";"00:09"
"Charles & Eddie";"Would I Lie To You";"2020-04-02";"00:06"
"Tracy Chapman";"Talkin' Bout Revolution";"2020-04-02";"00:00"
"Michael Bolton";"When A Man Loves A Woman";"2020-04-01";"23:53"
"Ellie Goulding";"Love Me Like You Do";"2020-04-01";"23:50"
"Maroon 5";"Memories";"2020-04-01";"23:43"
"Ophelie Winter";"Dieu M'a Donne La Foi";"2020-04-01";"23:39"
"Justin Timberlake";"Cry Me A River";"2020-04-01";"23:35"
"France Gall";"Babacar";"2020-04-01";"23:27"
"Justin Bieber";"Sorry (Feat. Skrillex & Blood)";"2020-04-01";"23:23"
"Vanessa Paradis";"Marylin & John";"2020-04-01";"23:17"
"Lady Gaga";"Paparazzi";"2020-04-01";"23:10"
"Culture Club";"Do You Really Want To Hurt Me";"2020-04-01";"23:07"
"Adele";"Rolling In The Deep";"2020-04-01";"22:54"
"Shaed & Zayn";"Trampoline";"2020-04-01";"22:51"
"Arthur Simms";"It's Only Mystery";"2020-04-01";"22:46"
"Amir";"Longtemps";"2020-04-01";"22:42"
"Mike And The Mechanics";"Over My Shoulder";"2020-04-01";"22:39"
"Louane";"Je Vole";"2020-04-01";"22:35"
"Queen";"Bohemian Rhapsody";"2020-04-01";"22:29"
"Christina Aguilera";"Genie In A Bottle";"2020-04-01";"22:26"
"Bill Medley";"The Time Of My Life";"2020-04-01";"22:15"
"Elton John";"Can You Feel The Love Tonight";"2020-04-01";"22:07"
"Cyndi Lauper";"Time After Time";"2020-04-01";"22:00"
"Beyonce";"If I Were A Boy";"2020-04-01";"21:52"
"Sinead O'connor";"Nothing Compares To You";"2020-04-01";"21:40"
"Michel Berger";"Chanter Pour Ceux Qui Sont Loin De Chez Eux";"2020-04-01";"21:34"
"Marina Kaye";"Homeless";"2020-04-01";"21:30"
"Roch Voisine";"Tant Pis";"2020-04-01";"21:26"
"Madonna";"Frozen";"2020-04-01";"21:22"
"Sam Smith";"Stay With Me";"2020-04-01";"21:19"
"Chicago";"If You Leave Me Now";"2020-04-01";"21:15"
"Patrick Bruel";"Heros";"2020-04-01";"21:11"
"R.e.m.";"Everybody Hurts";"2020-04-01";"21:06"
"Elisa Tovati";"Il Nous Faut";"2020-04-01";"21:03"
"Joe Cocker";"You Are So Beautiful";"2020-04-01";"21:00"
"Johnny Hallyday";"Je Te Promets";"2020-04-01";"20:52"
"Rag'n'bone Man";"Human";"2020-04-01";"20:48"
"Pascal Obispo Et Zazie";"Les Meilleurs Ennemis";"2020-04-01";"20:44"
"Britney Spears";"Everytime";"2020-04-01";"20:41"
"Christophe Mae";"Les Gens";"2020-04-01";"20:38"
"Lionel Richie";"Hello";"2020-04-01";"20:33"
"Mecano";"Hijo De La Luna";"2020-04-01";"20:25"
"Lewis Capaldi";"Before You Go";"2020-04-01";"20:22"
"Des'ree";"You Gotta Be";"2020-04-01";"20:10"
"Marc Lavoine";"Je Ne Veux Qu'elle";"2020-04-01";"20:06"
"Elton John";"Nikita";"2020-04-01";"20:01"
"Beverly Craven";"Promise Me";"2020-04-01";"19:53"
"Adele";"Skyfall";"2020-04-01";"19:49"
"Francis Cabrel";"Il Faudra Leur Dire";"2020-04-01";"19:45"
"John Legend";"All Of Me";"2020-04-01";"19:42"
"Garou Et Celine Dion";"Sous Le Vent";"2020-04-01";"19:39"
"No Doubt";"Don't Speak";"2020-04-01";"19:35"
"George Michael";"Careless Whisper";"2020-04-01";"19:26"
"Kelly Clarkson";"Because Of You";"2020-04-01";"19:23"
"Paul Young";"Everytime You Go Away";"2020-04-01";"19:14"
"Kendji Girac";"Tu Vas Manquer";"2020-04-01";"19:04"
"Bonnie Tyler";"It's A Heartache";"2020-04-01";"19:00"
"Rihanna";"Unfaithfull";"2020-04-01";"18:53"
"Renaud";"Mistral Gagnant";"2020-04-01";"18:50"
"Lady Gaga";"I'll Never Love Again";"2020-04-01";"18:47"
"Peter Kingsberry";"Only The Very Best";"2020-04-01";"18:43"
"Gerald De Palmas";"J'en Reve Encore";"2020-04-01";"18:36"
"Alicia Keys";"Fallin'";"2020-04-01";"18:32"
"Cyndi Lauper";"The World Is Stone";"2020-04-01";"18:28"
"Gavin James Feat. Philipp";"Always";"2020-04-01";"18:22"
"Tracy Chapman";"Baby Can I Hold You";"2020-04-01";"18:19"
"Craig David";"Walking Away";"2020-04-01";"18:12"
"Etienne Daho";"Des Heures Hindoues";"2020-04-01";"18:08"
"Lauren Daigle";"You Say";"2020-04-01";"18:05"
"Fugees";"Killing Me Softly";"2020-04-01";"18:01"
"The Rolling Stones";"Angie";"2020-04-01";"17:50"
"Gregory Lemarchal";"Ecris L'histoire";"2020-04-01";"17:47"
"Bananarama";"Cruel Summer";"2020-04-01";"17:43"
"Lewis Capaldi";"Someone You Loved";"2020-04-01";"17:40"
"Laurent Voulzy";"Le Pouvoir Des Fleurs";"2020-04-01";"17:37"
"Michel Berger";"Le Paradis Blanc";"2020-04-01";"17:29"
"Bruno Mars";"The Lazy Song";"2020-04-01";"17:22"
"Fredericks Goldman Jones";"A Nos Actes Manques";"2020-04-01";"17:14"
"Katy Perry";"Chained To The Rhythm";"2020-04-01";"17:10"
"Patrick Bruel";"J'te L'dis Quand Meme";"2020-04-01";"17:06"
"The Belle Stars";"Sign Of The Times";"2020-04-01";"17:00"
"Marc Lavoine";"Les Yeux Revolver";"2020-04-01";"16:50"
"Charlie Puth Feat. Selena";"We Don't Talk Anymore";"2020-04-01";"16:46"
"Daniel Levi";"L'envie D'aimer";"2020-04-01";"16:42"
"Dido";"Thank You";"2020-04-01";"16:40"
"Matt Pokora";"Si T'es Pas La";"2020-04-01";"16:36"
"Colbie Caillat";"Bubbly";"2020-04-01";"16:23"
"Joe Cocker";"Up Where We Belong";"2020-04-01";"16:16"
"Clara Luciani";"La Grenade";"2020-04-01";"16:12"
"Janet Jackson";"Whoops Now";"2020-04-01";"16:09"
"Lady Gaga & Bradley Coope";"Shallow";"2020-04-01";"16:05"
"Daniel Balavoine";"Sauver L'amour";"2020-04-01";"16:00"
"Shakira";"La Tortura (Latino Edit)";"2020-04-01";"15:51"
"The Weeknd";"In Your Eyes";"2020-04-01";"15:41"
"Britney Spears";"Baby One More Time";"2020-04-01";"15:37"
"Tracy Chapman";"Talkin' Bout Revolution";"2020-04-01";"15:30"
"Julien Dore";"Chou Wasabi";"2020-04-01";"15:21"
"Eros Ramazzotti";"Una Storia Importante";"2020-04-01";"15:17"
"Daniel Powter";"Bad Day";"2020-04-01";"15:11"
"Queen";"We Will Rock You";"2020-04-01";"15:09"
"Kendji Girac";"Tu Vas Manquer";"2020-04-01";"15:06"
"Ace Of Base";"All That She Wants";"2020-04-01";"15:02"
"Wham";"Last Christmas";"2020-04-01";"14:56"
"Jenifer";"Au Soleil";"2020-04-01";"14:47"
"Righteous Brothers";"Unchained Melody";"2020-04-01";"14:43"
"Angele";"Oui Ou Non";"2020-04-01";"14:40"
"Jimmy Cliff";"I Can See Clearly Now";"2020-04-01";"14:36"
"Gerald De Palmas";"Une Seule Vie";"2020-04-01";"14:30"
"Whitney Houston";"I Wanna Dance With Somebody";"2020-04-01";"14:26"
"Irene Cara";"What A Feelin'";"2020-04-01";"14:14"
"Gims & Sting";"Reste";"2020-04-01";"14:10"
"Mariah Carey";"I Still Believe";"2020-04-01";"14:06"
"The Korgis";"Everybody's Got To Learn Sometime";"2020-04-01";"13:59"
"Florent Pagny";"Savoir Aimer";"2020-04-01";"13:38"
"The Weeknd";"Blinding Lights";"2020-04-01";"13:34"
"The Weeknd";"Blinding Lights";"2020-04-01";"13:26"
"Justin Nozuka & Zaho";"Heartless";"2020-04-01";"13:22"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-04-01";"13:15"
"Tones And I";"Dance Monkey";"2020-04-01";"13:11"
"Patrick Bruel";"Qui A Le Droit";"2020-04-01";"13:07"
"Tina Turner";"We Don't Need Another Hero";"2020-04-01";"13:00"
"Louane";"Je Vole";"2020-04-01";"12:49"
"Queen";"A Kind Of Magic";"2020-04-01";"12:44"
"Des'ree";"Life";"2020-04-01";"12:37"
"10cc";"I'm Not In Love";"2020-04-01";"12:30"
"Jason Derulo";"Want To Want Me";"2020-04-01";"12:22"
"Telephone";"Le Jour S'est Leve";"2020-04-01";"12:17"
"Iz";"Over The Rainbow";"2020-04-01";"12:10"
"Francis Cabrel";"Encore Et Encore";"2020-04-01";"12:06"
"Christina Aguilera";"Genie In A Bottle";"2020-04-01";"11:58"
"Enrique Iglesias";"Tired Of Being Sorry";"2020-04-01";"11:48"
"Whitney Houston";"Saving All My Love For You";"2020-04-01";"11:44"
"Ellie Goulding";"Love Me Like You Do";"2020-04-01";"11:40"
"Eagle Eye Cherry";"Save Tonight";"2020-04-01";"11:36"
"George Michael";"Faith";"2020-04-01";"11:30"
"Gregory Lemarchal";"De Temps En Temps";"2020-04-01";"11:22"
"Lost Frequencies";"Are You With Me (Feat. Easton)";"2020-04-01";"11:11"
"Neneh Cherry";"7 Seconds";"2020-04-01";"11:07"
"Eurythmics";"Sweet Dreams (Are Made Of This)";"2020-04-01";"11:00"
"Elton John";"Don't Go Breaking My Heart";"2020-04-01";"10:49"
"Amir";"Longtemps";"2020-04-01";"10:45"
"Coldplay";"Viva La Vida";"2020-04-01";"10:42"
"Tina Arena";"Aller Plus Haut";"2020-04-01";"10:38"
"Lionel Richie";"All Night Long (All Night)";"2020-04-01";"10:31"
"Les Frangines";"Donnez-Moi";"2020-04-01";"10:16"
"Arthur Simms";"It's Only Mystery";"2020-04-01";"10:03"
"Katy Perry";"Firework";"2020-04-01";"09:56"
"Gotye";"Somebody That I Used To Know";"2020-04-01";"09:47"
"Michael Sembello";"Maniac";"2020-04-01";"09:43"
"Celine Dion";"J'irai Ou Tu Iras";"2020-04-01";"09:37"
"Sia";"Unstoppable";"2020-04-01";"09:33"
"Renan Luce";"La Lettre";"2020-04-01";"09:30"
"Simply Red";"If You Don't Know Me By Now";"2020-04-01";"09:27"
"Bryan Adams";"(Everything I Do) I Do It For You";"2020-04-01";"09:18"
"Mika";"Relax (Take It Easy)";"2020-04-01";"09:11"
"Roch Voisine";"Helene";"2020-04-01";"09:07"
"Mariah Carey";"Do You Know Where You're Going To";"2020-04-01";"09:01"
"Maroon 5";"Moves Like Jagger";"2020-04-01";"08:50"
"Francis Cabrel";"C'est Ecrit";"2020-04-01";"08:47"
"Lp";"Lost On You";"2020-04-01";"08:43"
"Janet Jackson";"Together Again";"2020-04-01";"08:38"
"Matt Pokora";"Si T'es Pas La";"2020-04-01";"08:34"
"Madonna";"Into The Groove";"2020-04-01";"08:30"
"Adele";"Set Fire To The Rain";"2020-04-01";"08:22"
"Patrick Bruel";"Alors Regarde";"2020-04-01";"08:14"
"Lewis Capaldi";"Someone You Loved";"2020-04-01";"08:11"
"Shola Ama";"You Might Need Somebody";"2020-04-01";"08:08"
"France Gall";"Ella Elle L'a";"2020-04-01";"08:00"
"Alphaville";"Forever Young";"2020-04-01";"07:50"
"Angele";"Oui Ou Non";"2020-04-01";"07:47"
"Bruno Mars";"When I Was Your Man";"2020-04-01";"07:43"
"Shania Twain";"That Don't Impress Me Much";"2020-04-01";"07:39"
"Ub40";"Red Red Wine";"2020-04-01";"07:30"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-01";"07:17"
"Donna Lewis";"I Love You Always Forever";"2020-04-01";"07:13"
"Queen";"I Want To Break Free";"2020-04-01";"06:50"
"Whitney Houston";"I'm Every Woman";"2020-04-01";"06:40"
"Maroon 5";"Memories";"2020-04-01";"06:33"
"Richard Marx";"Right Here Waiting";"2020-04-01";"06:23"
"Madonna";"Frozen";"2020-04-01";"05:51"
"Nea";"Some Say";"2020-04-01";"05:40"
"Talk Talk";"It's My Life";"2020-04-01";"05:34"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-04-01";"05:16"
"The Weeknd";"Blinding Lights";"2020-04-01";"05:13"
"Amel Bent";"Ma Philosophie";"2020-04-01";"05:08"
"Fr David";"Words";"2020-04-01";"05:02"
"Sting";"Fields Of Gold";"2020-04-01";"04:52"
"Charles & Eddie";"Would I Lie To You";"2020-04-01";"04:39"
"Daniel Balavoine";"Mon Fils Ma Bataille";"2020-04-01";"04:22"
"Imagine Dragons";"Birds";"2020-04-01";"04:17"
"Irene Cara";"Fame";"2020-04-01";"04:14"
"Nik Kershaw";"The Riddle";"2020-04-01";"04:04"
"Brandy & Monica";"The Boy Is Mine";"2020-04-01";"03:51"
"Josef Salvat";"Diamonds";"2020-04-01";"03:47"
"Status Quo";"In The Army Now";"2020-04-01";"03:43"
"Lene Marlin";"Where I'm Headed";"2020-04-01";"03:35"
"Carly Rae Jepsen";"Call Me Maybe";"2020-04-01";"03:32"
"Julien Dore";"Le Lac";"2020-04-01";"03:23"
"Eros Ramazzotti";"Se Bastasse Una Canzone";"2020-04-01";"03:18"
"Freya Ridings";"Castles";"2020-04-01";"03:16"
"Jenifer";"Donne Moi Le Temps";"2020-04-01";"03:11"
"Tina Turner";"What's Love Got To Do With It";"2020-04-01";"03:07"
"Kendji Girac";"Tu Vas Manquer";"2020-04-01";"03:05"
"The Connells";"74-75";"2020-04-01";"03:00"
"Shaed & Zayn";"Trampoline";"2020-04-01";"02:57"
"Pascal Obispo";"Tombe Pour Elle";"2020-04-01";"02:53"
"Vanessa Carlton";"A Thousand Miles";"2020-04-01";"02:50"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-04-01";"02:47"
"Kim Carnes";"Bette Davis Eyes";"2020-04-01";"02:43"
"Ten Sharp";"You";"2020-04-01";"02:36"
"Maroon 5";"Memories";"2020-04-01";"02:32"
"Lara Fabian";"J'y Crois Encore";"2020-04-01";"02:23"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-01";"02:20"
"Daniel Balavoine";"Sauver L'amour";"2020-04-01";"02:16"
"Justin Timberlake";"Can't Stop The Feeling";"2020-04-01";"02:12"
"Mariah Carey";"I Still Believe";"2020-04-01";"02:08"
"Sam Brown";"Stop";"2020-04-01";"02:00"
"Shakira";"Waka Waka";"2020-04-01";"01:53"
"Berlin";"Take My Breath Away";"2020-04-01";"01:49"
"Adele";"Someone Like You";"2020-04-01";"01:41"
"Garou";"Belle";"2020-04-01";"01:32"
"Francis Cabrel";"L'encre De Tes Yeux";"2020-04-01";"01:26"
"Jamelia";"Superstar";"2020-04-01";"01:22"
"Peter Kingsberry";"Only The Very Best";"2020-04-01";"01:08"
"Suzanne Vega";"Luka";"2020-04-01";"01:01"
"Christophe Mae";"Les Gens";"2020-04-01";"00:58"
"Fool's Garden";"Lemon Tree";"2020-04-01";"00:55"
"Stevie Wonder";"Part Time Lover";"2020-04-01";"00:47"
"4 Non Blondes";"What's Up";"2020-04-01";"00:39"
"Britney Spears";"Everytime";"2020-04-01";"00:35"
"Les Frangines";"Ensemble";"2020-04-01";"00:32"
"Marvin Gaye";"Sexual Healing";"2020-04-01";"00:28"
"Vianney";"Moi Aimer Toi";"2020-04-01";"00:24"
"Madonna";"La Isla Bonita";"2020-04-01";"00:20"
"Beyonce";"Halo";"2020-04-01";"00:12"
"Florent Pagny";"Chanter";"2020-04-01";"00:00"
"Jason Mraz";"I'm Yours";"2020-03-31";"23:57"
"Des'ree";"Life";"2020-03-31";"23:51"
"Gregoire";"Toi Moi";"2020-03-31";"23:48"
"James Blunt";"Monsters";"2020-03-31";"23:44"
"Redbone";"Come And Get Your Love";"2020-03-31";"23:37"
"Janet Jackson";"Whoops Now";"2020-03-31";"23:33"
"Prince";"Kiss";"2020-03-31";"23:26"
"Dido";"White Flag";"2020-03-31";"23:21"
"Ub40";"Red Red Wine";"2020-03-31";"23:14"
"Jasmine Thompson";"Mad World";"2020-03-31";"23:11"
"Jennifer Lopez";"If You Had My Love";"2020-03-31";"23:07"
"Sting";"Englishman In New York";"2020-03-31";"23:00"
"Bruce Springsteen";"Streets Of Philadelphia";"2020-03-31";"22:53"
"Jenifer";"Au Soleil";"2020-03-31";"22:50"
"Whitney Houston";"One Moment In Time";"2020-03-31";"22:45"
"One Republic";"Apologize";"2020-03-31";"22:38"
"Antoine Elie";"La Rose Et L'armure";"2020-03-31";"22:35"
"Eternal";"I Wanna Be The Only One";"2020-03-31";"22:31"
"Madilyn Bailey";"Titanium";"2020-03-31";"22:27"
"Birdy";"Skinny Love";"2020-03-31";"22:20"
"Spice Girls";"Wannabe";"2020-03-31";"22:06"
"Lewis Capaldi";"Someone You Loved";"2020-03-31";"22:03"
"Phil Collins";"You Can't Hurry Love";"2020-03-31";"22:00"
"Sting & Eric Clapton";"It's Probably Me";"2020-03-31";"21:52"
"Alicia Keys";"Fallin'";"2020-03-31";"21:48"
