"artist";"title"
"Marc Lavoine";"Les Yeux Revolver"
"Sam Smith";"Stay With Me"
"Mariah Carey";"Do You Know Where You're Going To"
"The Korgis";"Everybody's Got To Learn Sometime"
"Scorpions";"Still Loving You"
"Natasha St Pier & Pascal";"Tu Trouveras"
"Robbie Williams";"Angels"
"John Legend";"All Of Me"
"Patrick Bruel";"Qui A Le Droit"
"Christine And The Queens";"Christine"
"Pretenders";"I'll Stand By You"
"Amir";"Longtemps"
"Bob Marley";"No Woman No Cry"
"Les Innocents";"Colore"
"Beyonce";"Halo"
"Amy Winehouse";"You Know I'm No Good"
"Francis Cabrel";"Je L'aime A Mourir"
"Zucchero Et Paul Young";"Senza Una Donna"
"Trois Cafes Gourmands";"A Nos Souvenirs"
"Patrick Swayze";"She's Like The Wind"
"Maroon 5";"Girls Like You"
"Laurent Voulzy";"Le Pouvoir Des Fleurs"
"Gerald De Palmas";"Une Seule Vie"
"The Bangles";"Eternal Flame"
"Sixpence None The Richer";"Kiss Me"
"Queen";"We Are The Champions"
"Telephone";"Le Jour S'est Leve"
"Ellie Goulding";"Love Me Like You Do"
"Marc Lavoine";"J'ai Tout Oublie"
"Whitney Houston";"I'm Every Woman"
"Amel Bent";"Ou Je Vais"
"Phil Collins";"One More Night"
"Vianney";"Moi Aimer Toi"
"Peter Kingsberry";"Only The Very Best"
"Zazie";"Zen"
"Justin Timberlake";"Cry Me A River"
"Patrick Bruel";"Casser La Voix"
"Adele";"Hello"
"Mika";"Elle Me Dit"
"Cyndi Lauper";"True Colors"
"Janet Jackson";"Whoops Now"
"Mike And The Mechanics";"Over My Shoulder"
"Michael Sembello";"Maniac"
"Ed Sheeran";"Perfect"
"Mylene Farmer";"Desenchantee"
"Jean-Jacques Goldman";"Encore Un Matin"
"Britney Spears";"Oops I Did It Again"
"Ub 40";"Kingston Town"
"Katy Perry";"Chained To The Rhythm"
"Mecano";"Hijo De La Luna"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down"
"Vanessa Paradis";"Marylin & John"
"Tina Arena";"Aimer Jusqu'a L'impossible"
"Marc Lavoine";"Je Ne Veux Qu'elle"
"Patrick Bruel";"Alors Regarde"
"Dido";"Here With Me"
"Coldplay";"Paradise"
"Charlie Puth";"Attention"
"Shania Twain";"Man I Feel Like A Woman"
"Lionel Richie";"Do It To Me"
"Jenifer";"Au Soleil"
"Tracy Chapman";"Baby Can I Hold You"
"Frero Delavega";"Le Chant Des Sirenes"
"The Connells";"74-75"
"France Gall";"Ella Elle L'a"
"Gregory Lemarchal";"Ecris L'histoire"
"Whitney Houston";"I Will Always Love You"
"10cc";"I'm Not In Love"
"Christina Aguilera";"Genie In A Bottle"
"Anastacia";"I'm Outta Love"
"Amy Winehouse";"Back To Black"
"Phil Collins";"Against All Odds (Take A Look At Me Now)"
"Beyonce";"Single Ladies (Put A Ring On It)"
